specialization,sub_specialization,years_of_experience,location,area,hourly_rate,success_rate,cases_handled,court_experience,languages_spoken,case_type,case_subtype,case_urgency,case_complexity,label_lawyer_id,match_score
Criminal Law,Violent Crimes,5,Peshawar,Hayatabad,10334,66%,288,"Session Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Criminal Law,Violent Crimes,High,Moderate,196,0.76
Criminal Law,Violent Crimes,5,Peshawar,Hayatabad,10334,66%,288,"Session Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Criminal Law,Violent Crimes,High,Simple,196,0.81
Criminal Law,Violent Crimes,5,Peshawar,Hayatabad,10334,66%,288,"Session Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Criminal Law,Violent Crimes,Low,Simple,196,0.78
Criminal Law,Violent Crimes,5,Peshawar,Hayatabad,10334,66%,288,"Session Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Criminal Law,Violent Crimes,High,Simple,196,0.74
Criminal Law,Violent Crimes,5,Peshawar,Hayatabad,10334,66%,288,"Session Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Criminal Law,Drug Offenses,Low,Complex,196,0.66
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Compliance,High,Complex,197,0.85
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Compliance,Low,Complex,197,1.0
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Mergers,Low,Complex,197,0.87
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Contracts,High,Simple,197,0.87
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Compliance,Medium,Simple,197,0.99
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Contracts,Low,Simple,197,0.91
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Mergers,Low,Moderate,197,0.91
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Compliance,Medium,Moderate,197,0.95
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Mergers,Medium,Simple,197,0.77
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Compliance,Low,Complex,197,0.93
Corporate Law,Contracts,20,Lahore,Gulberg,15069,78%,292,"High Court, Special Tribunals, District Court","English (Fluent), Urdu (Native), Sindhi (Basic)",Corporate Law,Mergers,Low,Moderate,197,0.7
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Low,Moderate,198,0.88
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Low,Moderate,198,0.72
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Medium,Simple,198,0.89
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,Medium,Complex,198,0.8
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Medium,Moderate,198,0.72
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Medium,Simple,198,0.94
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,High,Complex,198,0.71
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Medium,Moderate,198,0.72
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Low,Complex,198,0.74
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Low,Simple,198,0.86
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Medium,Simple,198,0.81
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Medium,Complex,198,0.71
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Low,Moderate,198,0.7
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Low,Moderate,198,0.82
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,High,Simple,198,0.85
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,Low,Complex,198,0.95
Criminal Law,Drug Offenses,20,Peshawar,Hayatabad,6919,69%,454,"High Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,Medium,Simple,198,0.88
Corporate Law,Mergers,25,Peshawar,University Town,8222,65%,50,"District Court, Session Court","Punjabi (Conversational), English (Fluent), Pashto (Conversational)",Corporate Law,Compliance,High,Complex,199,0.96
Corporate Law,Mergers,25,Peshawar,University Town,8222,65%,50,"District Court, Session Court","Punjabi (Conversational), English (Fluent), Pashto (Conversational)",Corporate Law,Compliance,High,Simple,199,0.95
Corporate Law,Mergers,25,Peshawar,University Town,8222,65%,50,"District Court, Session Court","Punjabi (Conversational), English (Fluent), Pashto (Conversational)",Corporate Law,Mergers,Low,Complex,199,0.75
Corporate Law,Mergers,25,Peshawar,University Town,8222,65%,50,"District Court, Session Court","Punjabi (Conversational), English (Fluent), Pashto (Conversational)",Corporate Law,Compliance,Medium,Complex,199,0.95
Corporate Law,Mergers,25,Peshawar,University Town,8222,65%,50,"District Court, Session Court","Punjabi (Conversational), English (Fluent), Pashto (Conversational)",Corporate Law,Compliance,High,Simple,199,0.8
Family Law,Adoption,13,Quetta,Jinnah Town,18424,60%,440,District Court,"Sindhi (Basic), Punjabi (Conversational), Urdu (Native)",Family Law,Child Custody,High,Simple,200,0.99
Family Law,Adoption,13,Quetta,Jinnah Town,18424,60%,440,District Court,"Sindhi (Basic), Punjabi (Conversational), Urdu (Native)",Family Law,Child Custody,High,Complex,200,0.86
Family Law,Adoption,13,Quetta,Jinnah Town,18424,60%,440,District Court,"Sindhi (Basic), Punjabi (Conversational), Urdu (Native)",Family Law,Child Custody,Medium,Moderate,200,0.76
Family Law,Adoption,13,Quetta,Jinnah Town,18424,60%,440,District Court,"Sindhi (Basic), Punjabi (Conversational), Urdu (Native)",Family Law,Divorce,High,Complex,200,0.9
Family Law,Adoption,13,Quetta,Jinnah Town,18424,60%,440,District Court,"Sindhi (Basic), Punjabi (Conversational), Urdu (Native)",Family Law,Adoption,Low,Complex,200,0.95
Family Law,Adoption,13,Quetta,Jinnah Town,18424,60%,440,District Court,"Sindhi (Basic), Punjabi (Conversational), Urdu (Native)",Family Law,Child Custody,High,Simple,200,0.92
Family Law,Adoption,13,Quetta,Jinnah Town,18424,60%,440,District Court,"Sindhi (Basic), Punjabi (Conversational), Urdu (Native)",Family Law,Child Custody,Low,Moderate,200,0.97
Family Law,Adoption,13,Quetta,Jinnah Town,18424,60%,440,District Court,"Sindhi (Basic), Punjabi (Conversational), Urdu (Native)",Family Law,Adoption,Low,Moderate,200,0.8
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Mergers,Low,Complex,201,0.73
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Compliance,High,Simple,201,0.76
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Mergers,Medium,Complex,201,0.9
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Mergers,High,Moderate,201,0.72
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Compliance,Medium,Simple,201,0.98
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Mergers,High,Complex,201,0.7
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Compliance,Medium,Simple,201,0.75
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Contracts,High,Moderate,201,0.78
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Contracts,Medium,Simple,201,0.99
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Mergers,Low,Complex,201,0.9
Corporate Law,Compliance,22,Peshawar,Hayatabad,12214,64%,270,"High Court, Special Tribunals","English (Fluent), Punjabi (Conversational), Sindhi (Basic), Urdu (Native)",Corporate Law,Mergers,High,Simple,201,0.8
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,203,0.85
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Simple,203,0.84
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Moderate,203,0.81
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,203,0.93
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Simple,203,0.92
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,203,0.85
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Moderate,203,0.81
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Simple,203,0.89
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Complex,203,0.91
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Simple,203,0.88
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,High,Moderate,203,0.75
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,203,0.81
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,203,0.73
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Simple,203,0.72
Property Law,Land Disputes,17,Lahore,Model Town,6929,95%,48,"District Court, Session Court, Special Tribunals","Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,203,0.93
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Medium,Moderate,204,0.91
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,Low,Moderate,204,0.75
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,High,Moderate,204,0.98
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Medium,Complex,204,0.73
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Low,Complex,204,0.74
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,Medium,Simple,204,0.72
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,High,Complex,204,0.85
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,High,Complex,204,0.73
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Low,Moderate,204,0.89
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Medium,Moderate,204,0.86
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Low,Complex,204,0.85
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,High,Moderate,204,0.87
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,Low,Simple,204,0.7
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,High,Simple,204,0.81
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Medium,Simple,204,0.9
Criminal Law,Drug Offenses,22,Islamabad,Blue Area,17406,91%,333,"Session Court, District Court, High Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,Medium,Simple,204,0.9
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Child Custody,Medium,Simple,206,0.76
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Divorce,High,Moderate,206,0.78
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Adoption,Medium,Moderate,206,0.75
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Child Custody,High,Moderate,206,0.74
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Divorce,Low,Complex,206,0.94
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Adoption,High,Moderate,206,0.92
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Adoption,High,Complex,206,0.82
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Divorce,Low,Complex,206,0.87
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Child Custody,High,Complex,206,0.81
Family Law,Divorce,23,Islamabad,F-8,6262,93%,102,"High Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Family Law,Adoption,Low,Complex,206,0.82
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,White Collar Crimes,Medium,Moderate,208,0.87
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,Drug Offenses,High,Moderate,208,0.77
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,Violent Crimes,Low,Complex,208,0.73
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,Violent Crimes,Medium,Moderate,208,0.82
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,Violent Crimes,Medium,Moderate,208,0.9
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,Violent Crimes,Medium,Simple,208,0.99
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,Drug Offenses,High,Simple,208,0.99
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,Violent Crimes,Low,Simple,208,0.83
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,Violent Crimes,High,Moderate,208,0.82
Criminal Law,White Collar Crimes,17,Karachi,Clifton,9260,78%,385,Session Court,"Punjabi (Conversational), Pashto (Conversational), English (Fluent)",Criminal Law,White Collar Crimes,Medium,Simple,208,0.83
Family Law,Divorce,9,Peshawar,Hayatabad,16933,79%,307,"Session Court, High Court, Special Tribunals","Sindhi (Basic), Pashto (Conversational)",Family Law,Divorce,Low,Complex,209,0.81
Family Law,Divorce,9,Peshawar,Hayatabad,16933,79%,307,"Session Court, High Court, Special Tribunals","Sindhi (Basic), Pashto (Conversational)",Family Law,Divorce,Medium,Complex,209,0.91
Family Law,Divorce,9,Peshawar,Hayatabad,16933,79%,307,"Session Court, High Court, Special Tribunals","Sindhi (Basic), Pashto (Conversational)",Family Law,Divorce,Medium,Moderate,209,0.69
Family Law,Divorce,9,Peshawar,Hayatabad,16933,79%,307,"Session Court, High Court, Special Tribunals","Sindhi (Basic), Pashto (Conversational)",Family Law,Child Custody,High,Moderate,209,0.69
Family Law,Divorce,9,Peshawar,Hayatabad,16933,79%,307,"Session Court, High Court, Special Tribunals","Sindhi (Basic), Pashto (Conversational)",Family Law,Divorce,High,Moderate,209,0.74
Family Law,Divorce,9,Peshawar,Hayatabad,16933,79%,307,"Session Court, High Court, Special Tribunals","Sindhi (Basic), Pashto (Conversational)",Family Law,Adoption,High,Complex,209,0.75
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Contracts,Medium,Simple,211,0.82
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Mergers,Low,Complex,211,0.65
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Mergers,Low,Moderate,211,0.82
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Mergers,Low,Moderate,211,0.7
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Contracts,Low,Complex,211,0.8
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Contracts,Medium,Complex,211,0.88
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Compliance,High,Simple,211,0.9
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Mergers,Medium,Moderate,211,0.77
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Mergers,Low,Complex,211,0.81
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Compliance,High,Moderate,211,0.66
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Contracts,High,Simple,211,0.77
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Mergers,Low,Complex,211,0.83
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Mergers,Low,Moderate,211,0.68
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Compliance,Medium,Complex,211,0.73
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Contracts,High,Moderate,211,0.81
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Mergers,Medium,Moderate,211,0.72
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Compliance,High,Moderate,211,0.88
Corporate Law,Compliance,9,Lahore,DHA,5987,67%,484,"High Court, Session Court","Urdu (Native), Punjabi (Conversational)",Corporate Law,Compliance,Low,Complex,211,0.72
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Citizenship,Medium,Moderate,212,0.67
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Deportation,Low,Complex,212,0.54
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Deportation,Medium,Moderate,212,0.69
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Citizenship,Low,Complex,212,0.57
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Deportation,High,Complex,212,0.71
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Visas,Medium,Simple,212,0.59
Immigration Law,Citizenship,1,Islamabad,F-8,12304,91%,368,"High Court, District Court, Session Court","English (Fluent), Urdu (Native), Punjabi (Conversational), Sindhi (Basic)",Immigration Law,Citizenship,High,Simple,212,0.67
